question,answer
"<p>I wonder whether someone could help me please.</p>

<p>I'm using the code below to dynamically create a list of files from a given folder.</p>

<p>In column E for each row of the list there is a link 'Click Here to Open' which allows the user to open each file.</p>

<p>But I'm now looking to change this so rather than opening the file, the link will open a 'Save' dialog which allows the user the file to a user selected folder, and I must admit this issue has had me baffled for over a week now.</p>

<pre><code>Public Sub ListFilesInFolder(SourceFolder As Scripting.folder, IncludeSubfolders As Boolean)

    Dim LastRow As Long

    On Error Resume Next
    For Each FileItem In SourceFolder.Files
        ' display file properties
        Cells(iRow, 3).Formula = iRow - 12
        Cells(iRow, 4).Formula = FileItem.Name
        Cells(iRow, 5).Select
        Selection.Hyperlinks.Add Anchor:=Selection, Address:= _
        FileItem.Path, TextToDisplay:=""Click Here to Open""
        iRow = iRow + 1 ' next row number

        With ActiveSheet
            LastRow = .Cells(.Rows.Count, ""C"").End(xlUp).Row
            LastRow = Cells.Find(""*"", SearchOrder:=xlByRows, SearchDirection:=xlPrevious).Row
        End With

        For Each Cell In Range(""C13:E"" &amp; LastRow) ''change range accordingly
            If Cell.Row Mod 2 = 1 Then ''highlights row 2,4,6 etc|= 0 highlights 1,3,5
                Cell.Interior.Color = RGB(232, 232, 232) ''color to preference
            Else
                Cell.Interior.Color = RGB(141, 180, 226) 'color to preference or remove
            End If
        Next Cell
    Next FileItem

    If IncludeSubfolders Then
        For Each SubFolder In SourceFolder.SubFolders
            ListFilesInFolder SubFolder, True
        Next SubFolder
    End If
    Set FileItem = Nothing
    Set SourceFolder = Nothing
    Set FSO = Nothing
End Sub
</code></pre>

<p>I've tried using the command 'Application.Dialogs(xlDialogSaveAs).Show' in every row of the code but I cannot get this to work because all it does is ask the user to save the file as it creates the list.</p>

<p>I just wondered whether someone could possibly look at this please and let me know where I've gone wrong.</p>

<p>Many thanks and kind regards</p>

<p>Chris</p>
","<p>Here is the relevant code for copying a file from a given spot to a destination folder selected by the user.  I wrapped it in a Worksheet event for <code>FollowHyperlink</code> since it sounds like you are doing this based on a click.</p>

<pre><code>Private Sub Worksheet_FollowHyperlink(ByVal Target As Hyperlink)

    Dim FSO
    Dim sFile As String
    Dim sDFolder As String

    'path to file to copy, you will want to point this at a cell range
    'this assume a single cell is selected
    sFile = Target.Range.Value

    'destination folder
    Dim fldr As FileDialog
    Set fldr = Application.FileDialog(msoFileDialogFolderPicker)

    fldr.AllowMultiSelect = False
    fldr.Show

    'add the end slash for the copy operation
    sDFolder = fldr.SelectedItems(1) &amp; ""\""

    'FSO object to copy the file... True below overwrites if needed
    Set FSO = CreateObject(""Scripting.FileSystemObject"")
    FSO.CopyFile (sFile), sDFolder, True

End Sub
</code></pre>
"
"<p>I am working on logistics data. I have booking being made throughout the day at regular intervals from start to the end of the day.
Now these booking are consistent and I have time from like</p>

<pre><code>04:45
21:10
21:10
06:07
05:44
05:45
05:45
05:45
etc. 
</code></pre>

<p>Now as there are multiple bookings I need to group them such as 
04:00- 05:00 (1 hours)- this should capture all booking made during this period.
Similar for other hours during the day.
By doing this I will be able to group individual values into specific group. Can you please advice how to achieve the same in excel.</p>
","<p>If the values are stored as dates in Excel, the Pivot Table has this functionality built in already with the ""Group Field"" option.  You can group by Hours which is probably what you want.  Note that you can select multiple items to get a hierarchy of groups as shown below.  This will break if the underlying data is not formatted as a Date so watch out for that.</p>

<p>If you do not have true dates and just have times, you can format as a Time in Excel and it will work.  Just don't show the days/date because it will be gibberish.</p>

<p><img src=""https://i.stack.imgur.com/I4hP9.png"" alt=""image of pivot options""></p>
"
"<p>I'm trying to write an Excel formula to return a value from the table below:</p>

<pre><code>Q   Y   Mean        1      2       3       4       5       6       7       8       9 
1   4   1301    &lt;1183   1183    1233    1283    1333    1383    1433    1483    1533
2   4   1306    &lt;1189   1189    1239    1289    1339    1389    1439    1489    1539
3   4   1317    &lt;1200   1200    1250    1300    1350    1400    1450    1500    1550
4   4   1333    &lt;1214   1214    1264    1314    1364    1414    1464    1514    1564
1   5   1346    &lt;1225   1225    1275    1325    1375    1425    1475    1525    1575
2   5   1360    &lt;1235   1235    1285    1335    1385    1435    1485    1535    1585
3   5   1372    &lt;1245   1245    1295    1345    1395    1445    1495    1545    1595
4   5   1390    &lt;1255   1255    1305    1355    1405    1455    1505    1555    1605
1   6   1403    &lt;1266   1266    1316    1366    1416    1466    1516    1566    1616
2   6   1416    &lt;1276   1276    1326    1376    1426    1476    1526    1576    1626
3   6   1425    &lt;1285   1285    1335    1385    1435    1485    1535    1585    1635
4   6   1426    &lt;1291   1291    1341    1391    1441    1491    1541    1591    1641  
</code></pre>

<p>I want to be able to identify a year, then a quarter, and then according to a pupil's score, return the corresponding standard nine figure in the top line.</p>

<p>What's the best way to do this? I've tried INDEX and MATCH functions without success.</p>
","<p>One strategy for a multiple lookup like this is to concatenate the indices together to form a unique index.  This unique index will let you get the correct row combining the year/quarter.</p>

<p>The second piece of this is using INDEX to return an entire row from your table of scores which can then be used to find the score in the table with MATCH.</p>

<p>Once you have the score column, you can return the nine from there. Using INDEX again.</p>

<p>The end result is an INDEX-MATCH-INDEX-MATCH.  It made more sense to me by splitting the formulas into different cells, but I combined them together below.</p>

<p>Here is what I started with.  I added the ID column that combines the year/quarter.</p>

<p><img src=""https://i.stack.imgur.com/1MCa1.png"" alt=""image of workup""></p>

<p>Formula in D3 = <code>=B3&amp;""-""&amp;C3</code>, copied down to the end.</p>

<p>Cells C17 and C18 are inputs.</p>

<p>Cell C19 = <code>=C17&amp;""-""&amp;C18</code></p>

<p>Cell C20 (Score) is an input.</p>

<p>Cell C21 is the messy one which combines the logic described above: <code>=INDEX(F2:N2,MATCH(C20,INDEX(F3:N14,MATCH(C19,D3:D14,0),),1))</code></p>

<p>Here is that formula expanded with color so you can see somewhat is going on:</p>

<p><img src=""https://i.stack.imgur.com/n1zPh.png"" alt=""showing formula with colors""></p>
"
"<p>I am looking to find an automated way to color lines on a chart in excel based on a value and/or a color from a cell not associated with the chart itself.  Color based on value being the ideal solution.</p>

<p>The data for the chart at the link below is in cells B2:F9 and the colors I want represented are on lines C1:F1.  Based on this image, I want the chart line representing rows C and E to be green and the chart line representing D and F to be red.  </p>

<p><img src=""https://i.stack.imgur.com/rBHYL.png"" alt=""enter image description here""></p>

<p>In order to color the pass/fail section I currently have conditional formatting setup but am able to change this for a more effective solution.  This needs to be scaled across a large number of reports so manual color changing is not a viable option.</p>

<p>Any assistance would be greatly appreciated.</p>
","<p>Here is a little bit of sample code that should point you in the right direction.  It changes the color of series based on values elsewhere in the spreadsheet.  Ideally, you can modify this to suit your needs.  I am trying to highlight the key step of iterating through the series and coloring them based on an external range.  There are other questions about selecting a chart and ranges.</p>

<p>I am using the values of the ""header"" cells (pass/fail) to choose the colors.  I think it can be difficult to get the <code>Interior</code> color of a cell formatted by conditional formatting (IIRC?).</p>

<pre><code>Sub ColorChartBasedOnOtherCells()

    'set up a range of colors that ""matches"" the series
    Dim rng_colors As Range
    Set rng_colors = Range(""C1:F1"")

    'get a reference to the chart... assume it is selected for now
    Dim cht As Chart
    Set cht = ActiveChart

    Dim ser As Series
    Dim int_index As Integer

    'iterate through series in order... assume this matches the column order
    int_index = 1
    For Each ser In cht.SeriesCollection

        'check the value of the ""reference-color"" cell and set series color
        If rng_colors(int_index) = ""pass"" Then
            ser.Format.Line.ForeColor.RGB = RGB(255, 0, 0)
        Else
            ser.Format.Line.ForeColor.RGB = RGB(0, 255, 0)
        End If

        int_index = int_index + 1
    Next ser
End Sub
</code></pre>

<h1>Before</h1>

<p><img src=""https://i.stack.imgur.com/lbEMM.png"" alt=""before chart""></p>

<h1>After</h1>

<p><img src=""https://i.stack.imgur.com/osbxG.png"" alt=""after with colors""></p>
"
"<p>Is there a more efficient way to do the below operation of adding three cell values in  a row to the corresponding cells above and then deleting the old row? Half the time the macro freezes; I am running it on about 12,000 lines (there are no dynamic formulas on the sheet).</p>

<pre><code>Application.ScreenUpdating = False

For a = Lcell To 2 Step -1
   If Cells(a, 23).Value = Cells(a - 1, 23).Value Then
       Cells(a, 16).Value = Cells(a, 16).Value + Cells(a - 1, 16).Value
       Cells(a, 17).Value = Cells(a, 17).Value + Cells(a - 1, 17).Value
       Cells(a, 18).Value = Cells(a, 18).Value + Cells(a - 1, 18).Value
       Cells(a - 1, 1).EntireRow.Delete
   End If
Next a

Application.ScreenUpdating = True
</code></pre>
","<p>One option when deleting cells is to use the UNION-DELETE pattern.  This saves the deletion step until after the logic is determined and does it all at once.  This technique allows deleting a Range that is being iterated through.  It also reduces operations which should improve increase speed.  I have not tested it for speed though.</p>

<p><strong>Edited code to delete last row based on comments</strong></p>

<pre><code>Dim rng_delete As Range

For A = Lcell To 2 Step -1
   If Cells(A, 23).Value = Cells(A - 1, 23).Value Then
       Cells(A - 1, 16).Value = Cells(A, 16).Value + Cells(A - 1, 16).Value
       Cells(A - 1, 17).Value = Cells(A, 17).Value + Cells(A - 1, 17).Value
       Cells(A - 1, 18).Value = Cells(A, 18).Value + Cells(A - 1, 18).Value

        'rng_delete starts empty which errors Union on first add
        If rng_delete Is Nothing Then
            Set rng_delete = Cells(A, 1).EntireRow
        Else
            Set rng_delete = Union(rng_delete, Cells(A, 1).EntireRow)
        End If
   End If
Next A

rng_delete.Delete
</code></pre>
"
"<p>I have a Word document that is ""form-fillable"", i.e. it has content control objects in it such as rich text and date picker content controls. I am looking to extract the data from specific fields into Excel. For example, every form has the project title, start date, and manager. I would like 1 row for that form with those three pieces of data. Eventually this will need to be done for a few hundred of these forms every few months, but for now I'd like to just start with one.</p>

<p>I envision having a button on the Excel sheet that will run VBA code to pull the data from the Word document, and populate the proper cells in the sheet. With the filepath for the Word doc being specified by the user.</p>

<p>I am new to VBA. How do I point my code at the right file, and then again at the specific field I need? Do I give the fields titles in the Word doc?</p>

<p>This is in MS Office '13</p>
","<p>Your application is going to have a large number of specific details which are difficult to address without the specifics.  To get started, here is some very simple code to get the Date from a drop-down in Excel from Word.</p>

<p>Note to work with Word, you need to create a reference to ""Microsoft Word 15.0 Object Library"" on the Excel side.  Tools -> References in the VBA Editor.</p>

<p><img src=""https://i.stack.imgur.com/zEKHX.png"" alt=""reference addition""></p>

<p>When working across applications, it can help to write the VBA in Word and then move it over to Excel once you have the properties you want.</p>

<p>This VBA for the Excel side of the equation:</p>

<pre><code>Sub GetDataFromWordFile()

    Dim wrd As Word.Application
    Dim file As Word.Document


    Set wrd = New Word.Application
    Set file = wrd.Documents.Open(""test.docx"")

    Range(""A1"") = file.ContentControls(1).Range.Text

    file.Close
    wrd.Quit

End Sub
</code></pre>

<p>My Word file includes a single ContentControl.  Not sure how you address the ones you want (trial and error?).</p>

<p><img src=""https://i.stack.imgur.com/PPxAc.png"" alt=""Word file""></p>

<p>The Excel side drops the date in the right place.</p>

<p><img src=""https://i.stack.imgur.com/LpyAO.png"" alt=""Excel side""></p>
"
"<p>I have an excel sheet which is a log containing the time that a message has been sent and the time that the corresponding acknowledgment for that message was received. It also contains the time between the sent-time and acknowledgment-time. It looks like:</p>

<pre><code>msg_id    Sent-time                Acknowledgment-time        duration
1          2015-04-07 10:00:14      2015-04-07 10:00:15        00:00:01
2          2015-04-07 10:00:14      2015-04-07 10:00:16        00:00:02
3          2015-04-07 10:00:15      2015-04-07 10:00:15        00:00:00
4          2015-04-07 10:00:15      2015-04-07 10:00:18        00:00:03
6          2015-04-07 10:00:15      2015-04-07 10:00:19        00:00:04
... etc ...
</code></pre>

<p>I want to create a graph that gives insight into how the time between sending messages and receiving acknowledgments for those messages changes over-time. I wanted to make a scatter graph with on the x-axis the sent-times (continuous) and on the y-axis the duration-time. Where the duration of each message is a dot in the scatter plot.</p>

<p>However I just can't get the graph right in excel 2011. What graph should I use for this? I selected the sent-times column and the duration column and then click: graph->scatter but it gives me one dot with strange values on the y-axis. I formatted my sent-time column as time: ""07/04/2015  10:00:11"" and the duration as time: 10:00:11. I find nearly no settings for choosing what to place on which axis. </p>

<p>I would appreciate it if someone could show me how to do this. Tips on better ways to analyse what I want are also welcome.</p>
","<p>A simple XY scatter should be good for this.  I am able to get a decent looking chart with your subset of data.</p>

<p>A couple of comments:</p>

<ul>
<li>I inserted a simple XY scatter with points only.</li>
<li>Be sure that you are formatting the dates as dates in Excel.  This helps the chart interpret the data correctly.</li>
<li>The duration can also be a time (as below) or can be a number.  If you are doing subtraction on the dates, your result will be a date itself.  Bear in mind that dates have units of days so your seconds will be a small decimal in there.  Formatting as a time allows the chart to render those small amounts correctly.</li>
</ul>

<p><img src=""https://i.stack.imgur.com/rWvEQ.png"" alt=""image of chart config""></p>

<p>If the chart looks worse with more data, let me know.  As of now it looks like you just need to wrangle the formats correctly so Excel is working with instead of against you.</p>
"
"<p>Let's say I have a chart in Excel where the x-axis has months in the last one year and y-axis has sales in either dollars or euros.
Is there a way using which we can have the y-axis labels contain the corresponding currency symbol ($ or €) depending upon how the sales values have been indicated in the data?</p>
","<p><strong>Edit (changing labels)</strong>
Axis labels pick up their formatting automatically from the underlying data by default.  You can rely on this and simply change the formatting of the data and let it propagate.  Alternatively, you can change the ""Number"" formatting on the axis label and force a given format (symbol) regardless of the underlying data.</p>

<p><strong>Automatic (set on the data)</strong>  If you want to go back to automatic after making manual changes, check the box in the Number section called ""Linked to source"".
<img src=""https://i.stack.imgur.com/INWHY.png"" alt=""automatic label formatting""></p>

<p><strong>Override</strong> (note that the y-data is euros but the axis label is dollar as set in the formatting menu)
<img src=""https://i.stack.imgur.com/MVNCV.png"" alt=""forced label formatting""></p>

<p><strong>Original (changing axis titles)</strong></p>

<p>Axis titles can be set up using formulas.  It is not entirely obvious, but if you select the axis label, you can type a formula in the formula bar.  The easiest one is to set the formula equal to a cell where you do the logic and generate text with the $ or euro symbol.</p>

<p>Note in the example below I am generating the label based on the symbol in cell E2.  You could generate the text based on the data or whatever method you want.  The formula in the formula bar applies to the y-axis label.</p>

<p>The formula in cell E3 is <code>=""SALES "" &amp; E2</code>.</p>

<p><strong>dollar example</strong>
<img src=""https://i.stack.imgur.com/LMhpB.png"" alt=""axis label example""></p>

<p><strong>euro example</strong>
<img src=""https://i.stack.imgur.com/EeTUo.png"" alt=""axis with label changed""></p>
"
"<p>I want to get a new range by doing the subtract of two other existing ranges.
Let's say I have : <code>Set rng1=Range(""A1"")</code> and <code>Set rng2=Range(""A1:A5"")</code>
I want to calculate a new range : rng3 = rng2 - rng1.
I've tried : <code>Set rng3 = minus(rng2, rng1)</code> but it seems it's not possible.</p>
","<p>Here is one approach with a UDF.  It may not be particularly fast on large ranges since it iterates cell by cell.  I suspect it will handle most cases though.</p>

<pre><code>Public Function DisUnion(keep As Range, remove As Range) As Range

    Dim rng_output As Range

    Dim cell As Range
    For Each cell In keep

        'check if given cell is in range to remove
        If Intersect(cell, remove) Is Nothing Then

            'this builds the output and handles first case
            If rng_output Is Nothing Then
                Set rng_output = cell
            Else
                Set rng_output = Union(rng_output, cell)
            End If
        End If
    Next cell

    Set DisUnion = rng_output

End Function
</code></pre>

<h1>Usage</h1>

<p>The result of the cell below is 33 which is correct.  It updates to changes to cells as expected.</p>

<p><img src=""https://i.stack.imgur.com/93KxA.png"" alt=""enter image description here""></p>
"
"<p>I'm trying to copy masses of information from one spreadsheet to another to make it easier to print out on one piece of paper. All the data is set out in sequence and in columns and they need to be printed as such. </p>

<p>I'm trying to create a userform to speed this up by copying different column ranges and pasting them in to another spreadsheet in the exact same format but in columns of 50 cells and a maximum of 4 columns per sheet of paper.</p>

<p>This is what I've got so far, but it only copies the first cell:</p>

<pre><code>Private Sub UserForm_Click()


    UserForm1.RefEdit1.Text = Selection.Address


End Sub
Private Sub CommandButton1_Click()

    Dim addr As String, rng
    Dim tgtWb As Workbook
    Dim tgtWs As Worksheet
    Dim icol As Long
    Dim irow As Long


    Set tgtWb = ThisWorkbook
    Set tgtWs = tgtWb.Sheets(""Sheet1"")

    addr = RefEdit1.Value
    Set rng = Range(addr)


    icol = tgtWs.Cells(Rows.Count, 1) _
    .End(xlUp).Offset(0, 0).Column



    tgtWs.Cells(1, icol).Value = rng.Value


End Sub
</code></pre>

<p>Any help would be greatly appreciated.</p>
","<p>Your approach for outputting the data is only referencing a single cell.  You use <code>.Cells(1,icol)</code> which will only reference a single cell (in row 1, and a single column).</p>

<p>In order to output the data to a larger range, you need to reference a larger range.  The easiest way to do this is probably via <code>Resize()</code> using the size of the RefEdit range.</p>

<p>I believe this will work for you.  I changed the last line to include a call to <code>Resize</code>.</p>

<pre><code>Private Sub CommandButton1_Click()

    Dim addr As String, rng
    Dim tgtWb As Workbook
    Dim tgtWs As Worksheet
    Dim icol As Long
    Dim irow As Long


    Set tgtWb = ThisWorkbook
    Set tgtWs = tgtWb.Sheets(""Sheet1"")

    addr = RefEdit1.Value
    Set rng = Range(addr)


    icol = tgtWs.Cells(Rows.Count, 1) _
    .End(xlUp).Offset(0, 0).Column



    tgtWs.Cells(1, icol).Resize(rng.Rows.Count, rng.Columns.Count).Value = rng.Value


End Sub
</code></pre>

<p><strong>Edit:</strong> I went ahead and created a dummy example to test this out:</p>

<p><img src=""https://i.stack.imgur.com/DuZcM.png"" alt=""workbooks""></p>

<p>Click the button and it pastes</p>

<p><img src=""https://i.stack.imgur.com/lYRjh.png"" alt=""click""></p>
"
"<p>I an writing a UDF that needs to accept both Arrays and Ranges.</p>

<p>Usually declaring parameter as variant would work but a Range is an object so this no longer applies. That being said bellow I pasted code that only works when passing an array.<br>
Here is theorethical example, based on <code>SUM</code>:</p>

<pre><code>Function TSUM(numbers() As Variant) As Variant
    Dim i As Integer
    For i = 1 To UBound(numbers, 1)
        TSUM = TSUM + numbers(i)
    Next i
End Function
</code></pre>

<blockquote>
  <p>=TSUM({1,1})   Returns 2<br>
  =TSUM(A1:B1)   Returns #VALUE!</p>
</blockquote>

<p>So how can I fix above example to accept Ranges as well?</p>
","<p>If you are content to sum the array/range item by item, I would just change to using a For Each loop that works well for either Ranges or Arrays.</p>

<p>Here is that version</p>

<pre><code>Public Function TSUM(numbers As Variant) As Variant
    Dim i As Variant

    For Each i In numbers
        TSUM = TSUM + i
    Next i
End Function
</code></pre>

<p>If you generally want to work a function  based on the type of the argument, you can use <code>TypeName()</code> and switching logic.  Here is you function with that approach.  I called it TSUM2 for uniqueness.</p>

<pre><code>Public Function TSUM2(numbers As Variant) As Variant
    Dim i As Integer

    If TypeName(numbers) = ""Range"" Then
        TSUM2 = Application.WorksheetFunction.Sum(numbers)
    Else
        For i = 1 To UBound(numbers, 1)
            TSUM2 = TSUM2 + numbers(i)
        Next i
    End If
End Function
</code></pre>

<p>Note in both examples, I removed the parentheses from the numbers parameters (was <code>numbers() as Variant</code> before).  This allows it to accept Range inputs.</p>

<p>If you take the second approach, be sure to debug and verify the TypeNames that could come through.</p>
"
