question,answer,tags
"<p>I have a Word document that is ""form-fillable"", i.e. it has content control objects in it such as rich text and date picker content controls. I am looking to extract the data from specific fields into Excel. For example, every form has the project title, start date, and manager. I would like 1 row for that form with those three pieces of data. Eventually this will need to be done for a few hundred of these forms every few months, but for now I'd like to just start with one.</p>

<p>I envision having a button on the Excel sheet that will run VBA code to pull the data from the Word document, and populate the proper cells in the sheet. With the filepath for the Word doc being specified by the user.</p>

<p>I am new to VBA. How do I point my code at the right file, and then again at the specific field I need? Do I give the fields titles in the Word doc?</p>

<p>This is in MS Office '13</p>
","<p>Your application is going to have a large number of specific details which are difficult to address without the specifics.  To get started, here is some very simple code to get the Date from a drop-down in Excel from Word.</p>

<p>Note to work with Word, you need to create a reference to ""Microsoft Word 15.0 Object Library"" on the Excel side.  Tools -> References in the VBA Editor.</p>

<p><img src=""https://i.stack.imgur.com/zEKHX.png"" alt=""reference addition""></p>

<p>When working across applications, it can help to write the VBA in Word and then move it over to Excel once you have the properties you want.</p>

<p>This VBA for the Excel side of the equation:</p>

<pre><code>Sub GetDataFromWordFile()

    Dim wrd As Word.Application
    Dim file As Word.Document


    Set wrd = New Word.Application
    Set file = wrd.Documents.Open(""test.docx"")

    Range(""A1"") = file.ContentControls(1).Range.Text

    file.Close
    wrd.Quit

End Sub
</code></pre>

<p>My Word file includes a single ContentControl.  Not sure how you address the ones you want (trial and error?).</p>

<p><img src=""https://i.stack.imgur.com/PPxAc.png"" alt=""Word file""></p>

<p>The Excel side drops the date in the right place.</p>

<p><img src=""https://i.stack.imgur.com/LpyAO.png"" alt=""Excel side""></p>
","<excel><vba><excel-vba><word-vba>"
"<p>I want to get a new range by doing the subtract of two other existing ranges.
Let's say I have : <code>Set rng1=Range(""A1"")</code> and <code>Set rng2=Range(""A1:A5"")</code>
I want to calculate a new range : rng3 = rng2 - rng1.
I've tried : <code>Set rng3 = minus(rng2, rng1)</code> but it seems it's not possible.</p>
","<p>Here is one approach with a UDF.  It may not be particularly fast on large ranges since it iterates cell by cell.  I suspect it will handle most cases though.</p>

<pre><code>Public Function DisUnion(keep As Range, remove As Range) As Range

    Dim rng_output As Range

    Dim cell As Range
    For Each cell In keep

        'check if given cell is in range to remove
        If Intersect(cell, remove) Is Nothing Then

            'this builds the output and handles first case
            If rng_output Is Nothing Then
                Set rng_output = cell
            Else
                Set rng_output = Union(rng_output, cell)
            End If
        End If
    Next cell

    Set DisUnion = rng_output

End Function
</code></pre>

<h1>Usage</h1>

<p>The result of the cell below is 33 which is correct.  It updates to changes to cells as expected.</p>

<p><img src=""https://i.stack.imgur.com/93KxA.png"" alt=""enter image description here""></p>
","<excel-vba>"
"<p>I'm trying to copy masses of information from one spreadsheet to another to make it easier to print out on one piece of paper. All the data is set out in sequence and in columns and they need to be printed as such. </p>

<p>I'm trying to create a userform to speed this up by copying different column ranges and pasting them in to another spreadsheet in the exact same format but in columns of 50 cells and a maximum of 4 columns per sheet of paper.</p>

<p>This is what I've got so far, but it only copies the first cell:</p>

<pre><code>Private Sub UserForm_Click()


    UserForm1.RefEdit1.Text = Selection.Address


End Sub
Private Sub CommandButton1_Click()

    Dim addr As String, rng
    Dim tgtWb As Workbook
    Dim tgtWs As Worksheet
    Dim icol As Long
    Dim irow As Long


    Set tgtWb = ThisWorkbook
    Set tgtWs = tgtWb.Sheets(""Sheet1"")

    addr = RefEdit1.Value
    Set rng = Range(addr)


    icol = tgtWs.Cells(Rows.Count, 1) _
    .End(xlUp).Offset(0, 0).Column



    tgtWs.Cells(1, icol).Value = rng.Value


End Sub
</code></pre>

<p>Any help would be greatly appreciated.</p>
","<p>Your approach for outputting the data is only referencing a single cell.  You use <code>.Cells(1,icol)</code> which will only reference a single cell (in row 1, and a single column).</p>

<p>In order to output the data to a larger range, you need to reference a larger range.  The easiest way to do this is probably via <code>Resize()</code> using the size of the RefEdit range.</p>

<p>I believe this will work for you.  I changed the last line to include a call to <code>Resize</code>.</p>

<pre><code>Private Sub CommandButton1_Click()

    Dim addr As String, rng
    Dim tgtWb As Workbook
    Dim tgtWs As Worksheet
    Dim icol As Long
    Dim irow As Long


    Set tgtWb = ThisWorkbook
    Set tgtWs = tgtWb.Sheets(""Sheet1"")

    addr = RefEdit1.Value
    Set rng = Range(addr)


    icol = tgtWs.Cells(Rows.Count, 1) _
    .End(xlUp).Offset(0, 0).Column



    tgtWs.Cells(1, icol).Resize(rng.Rows.Count, rng.Columns.Count).Value = rng.Value


End Sub
</code></pre>

<p><strong>Edit:</strong> I went ahead and created a dummy example to test this out:</p>

<p><img src=""https://i.stack.imgur.com/DuZcM.png"" alt=""workbooks""></p>

<p>Click the button and it pastes</p>

<p><img src=""https://i.stack.imgur.com/lYRjh.png"" alt=""click""></p>
","<excel-vba>"
"<p>I an writing a UDF that needs to accept both Arrays and Ranges.</p>

<p>Usually declaring parameter as variant would work but a Range is an object so this no longer applies. That being said bellow I pasted code that only works when passing an array.<br>
Here is theorethical example, based on <code>SUM</code>:</p>

<pre><code>Function TSUM(numbers() As Variant) As Variant
    Dim i As Integer
    For i = 1 To UBound(numbers, 1)
        TSUM = TSUM + numbers(i)
    Next i
End Function
</code></pre>

<blockquote>
  <p>=TSUM({1,1})   Returns 2<br>
  =TSUM(A1:B1)   Returns #VALUE!</p>
</blockquote>

<p>So how can I fix above example to accept Ranges as well?</p>
","<p>If you are content to sum the array/range item by item, I would just change to using a For Each loop that works well for either Ranges or Arrays.</p>

<p>Here is that version</p>

<pre><code>Public Function TSUM(numbers As Variant) As Variant
    Dim i As Variant

    For Each i In numbers
        TSUM = TSUM + i
    Next i
End Function
</code></pre>

<p>If you generally want to work a function  based on the type of the argument, you can use <code>TypeName()</code> and switching logic.  Here is you function with that approach.  I called it TSUM2 for uniqueness.</p>

<pre><code>Public Function TSUM2(numbers As Variant) As Variant
    Dim i As Integer

    If TypeName(numbers) = ""Range"" Then
        TSUM2 = Application.WorksheetFunction.Sum(numbers)
    Else
        For i = 1 To UBound(numbers, 1)
            TSUM2 = TSUM2 + numbers(i)
        Next i
    End If
End Function
</code></pre>

<p>Note in both examples, I removed the parentheses from the numbers parameters (was <code>numbers() as Variant</code> before).  This allows it to accept Range inputs.</p>

<p>If you take the second approach, be sure to debug and verify the TypeNames that could come through.</p>
","<arrays><excel><excel-vba>"
"<p>I have a range</p>

<pre><code>Set rng = Range(""B5:H20"")
</code></pre>

<p>I want to create a subrange that contains all cells except for those on the first row of <code>rng</code>. What is a good way to do this?</p>

<pre><code>Set subRng = 'Range(""B6:H20"")
</code></pre>
","<p>Another versatile approach to this is the <code>Offset</code> and <code>Intersect</code> pattern.  It has the advantage over <code>Resize</code> of working the same regardless of how you do the shift (could move 1 column or row w/o rethinking the <code>Resize</code> part).</p>

<p>It also technically works for discontinuous ranges although a use case for that is rare at best.</p>

<pre><code>Set subrng = Intersect(rng.Offset(1), rng)
</code></pre>
","<excel><vba><excel-vba>"
"<p>I'm new here and I apologize in advance in my question isn't clear... I couldn't find the answer after some research...</p>

<p>I'm looking for a way to go through all the cells of column ""R"" and if one cell on a given row contains ""Y"", then the values of cells at columns ""W"",""X"" and ""Y"" will take the same value as the columns ""F"",""G"" and ""H"" (always at the same row).</p>

<p>The goal is to have a button that will execute the VBA code in order to do this (instead of having to copy/paste all the time).</p>

<p>Thank you very much in advance for your help. </p>

<p>A poor ignorant but motivated VBA beginner...</p>
","<p>Here is VBA which will do what you want.  It takes advantage of the replacement operation being cells that are next to each other by using <code>Resize</code>.</p>

<p>Highlights</p>

<ol>
<li>Iterates through each cell in column R.  I used Intersect with the UsedRange on the sheet so that it only goes through cells that have values in them (instead of all the way to the end).</li>
<li>Checks for ""Y"" using <code>InStr</code>.</li>
<li>Replaces the contents of columns WXY with values from columns FGH. Since they are contiguous, I did it all in one step with <code>Resize</code>.</li>
</ol>

<p>Code:</p>

<pre><code>Sub ReplaceValuesBasedOnColumn()

    Dim rng_search As Range
    Dim rng_cell As Range

    'start on column R, assume correct sheet is open
    Set rng_search = Range(""R:R"")
    For Each rng_cell In Intersect(rng_search, rng_search.Parent.UsedRange)

        'search for a Y, case sensitive
        If InStr(rng_cell, ""Y"") &gt; 0 Then

            'update the columns as desired
            'takes advantage of cells being next to each other
            Range(""W"" &amp; rng_cell.Row).Resize(1, 3).Value = Range(""F"" &amp; rng_cell.Row).Resize(1, 3).Value

        End If
    Next rng_cell
End Sub
</code></pre>

<p>I tested it on my end, and it works, producing the following after running:</p>

<p><img src=""https://i.stack.imgur.com/9sII5.png"" alt=""picture after running""></p>
","<excel-vba>"
"<p>I need help with the following :</p>

<p>I have created a table on Sheet1 from A:E with column Titles from A1:E1 The titles are names , under each name there are numbers for example Carlos is the header title Located on A1 and under him there are numbers like 2 on cell A2 3 on cell A4 10 on cell A5</p>

<p>On  Sheet2 I have the names for example from G4:G8 and I want to know the sum of the numbers depending on the name for example next to Carlos on H4 I should be getting 15 which is the sum of the values under his name on the  Sheet1</p>

<p>I have tried vlookup - Index  - HLOOKUP  - conditional combining vlookp or Index but nothing works : (</p>
","<p>I assume by ""Table"" you mean an actual named Table.  In that case you can take advantage of this and use a formula like:</p>

<pre><code>=SUM(INDEX(Table1, , MATCH(G4,Table1[#Headers],0)))
</code></pre>

<p>In my case, my table is named Table1 since it is a default name.</p>

<p>This formula works by searching through the <code>Table1[#Headers]</code> for the name in cell <code>G4</code>.  It then use that column index to return an entire column using <code>INDEX</code>.  Note that there is an empty <code>rownum</code> parameter to <code>INDEX</code> so it returns the whole column.  From there it takes the <code>SUM</code> of this column.</p>
","<excel-vba><excel-formula>"
"<p><strong>The Problem:</strong></p>

<p>I have a workbook with 3 sheets, each entitled ""HeatNumbers"", ""HeatSheetTemplate"", and ""Heat vs Order"".  The Heat vs Order sheet has a number of new rows of data added to it daily, so the number of rows is always changing.  Here is a picture of the column headings and some data:</p>

<p><img src=""https://i.stack.imgur.com/nkyGJ.jpg"" alt=""enter image description here""></p>

<p><strong>What I am looking for:</strong></p>

<p>On the HeatNumbers sheet, I have a button that executes some VBA code.  Here is a pic of that sheet:</p>

<p><img src=""https://i.stack.imgur.com/9ur7t.jpg"" alt=""enter image description here""></p>

<p>Here is what I need to happen:  A user will enter data into the black box in column J on a number of rows.  Each line could contain an FO#.  When the button is clicked, I need to filter all of the data on the Heat vs Order sheet above by any FO# in that black box region, copy that resultset over to the HeatNumbers sheet, beginning in row 2 col A, and then remove the filter from the Heat vs Order sheet.</p>

<p><strong>What I have tried:</strong></p>

<p>The only way I have been able to achieve this is by having the user manually filter the data on the Heat vs. Order sheet and copy and pasting the result to the HeatNumbers tab.  This is cumbersome and prone to error, unfortunately.</p>

<p>Here is the code that was generated using the macro recorder:</p>

<pre><code>Sub Filter_FO()
'
' Filter_FO Macro
'
    Range(""A1:H20000"").AdvancedFilter Action:=xlFilterInPlace, CriteriaRange:= Sheets(""HeatNumbers"").Range(""J4:J22""), Unique:=False
    ActiveWindow.SmallScroll Down:=-15
    Range(""A4:H300"").Select
    Selection.Copy
    Sheets(""HeatNumbers"").Select
    ActiveWindow.SmallScroll Down:=-15
    Range(""A2:H300"").Select
    ActiveSheet.Paste
End Sub
</code></pre>
","<p>In order to get the filter to work correctly, you need to use a <code>CriteriaRange</code> that only includes cells with values in them.  The easiest way to do this is using the <code>.End(xlDown)</code> function.  That works functions in the same way as CTRL+DOWN arrow and will select the last cell in that column of data so long as there are no blanks in between.</p>

<p>The second piece is to possibly improve the range of the data being filtered.  Right now you are selecting a large area and hoping it includes the data you want.  If your code works now, you can leave it.  Improvements include:</p>

<ul>
<li>Using just the column letters so that the whole columns are filtered.  This works if the headers stay in row 1.  This is a little slow though.</li>
<li>If the data is a large block, you can use <code>.End(xlUp)</code> to find the last row and use that.  This is included below.</li>
</ul>

<p>And then the final piece is selecting the right range of data to copy.  I just took the data range and selected visible cells using <code>.SpecialCells(xlCellTypeVisible)</code>.</p>

<p>In order for the copy to work cleanly, I clear out columns <code>A:H</code> on <code>HeatNumbers</code> to prevent any old data from sitting around.  When I paste the data back over, I include the headers.  This is the only real difference from your macro.</p>

<pre><code>Sub FilterDataAndClearAndCopy()

    'get references to sheets
    Dim sht_data As Worksheet
    Dim sht_filter As Worksheet

    Set sht_data = Sheets(""Heat vs Order"")
    Set sht_filter = Sheets(""HeatNumbers"")

    'get the block of data to set the filter over
    Dim rng_data As Range
    Dim int_lastRow As Integer

    int_lastRow = sht_data.Range(""A"" &amp; sht_data.Rows.Count).End(xlUp).Row
    Set rng_data = sht_data.Range(""A1:H"" &amp; int_lastRow)

    'get the criteria range... assumes at least one entry below J3
    Dim rng_filter As Range
    Set rng_filter = Range(sht_filter.Range(""J3""), sht_filter.Range(""J3"").End(xlDown))

    'filter the data
    rng_data.AdvancedFilter Action:=xlFilterInPlace, CriteriaRange:=rng_filter, Unique:=False

    'clear out data
    sht_filter.Range(""A:H"").Clear

    'select data to copy
    rng_data.SpecialCells(xlCellTypeVisible).Copy

    'paste that data to filter sheet
    sht_filter.Range(""A1"").PasteSpecial xlPasteAll

    'remove the filter
    sht_data.ShowAllData

End Sub
</code></pre>
","<excel><vba><excel-vba>"
"<p>I am looking for the best way to deploy Excel Macros to users. My goal is to make it super easy for end users to install and promote use by adding to the addin toolbar. I know that there are a number of help articles on this topic but couldn't find anything that covered this exact issue. Can you please help and excuse me if this is a noobie question. Please see below for replication steps for my issue. </p>

<ol>
<li>I have added the code below as a worksheet event on ""This Worksheet"" of an excel macro file</li>
<li>I add the main code to a module that it references</li>
<li>I save this as an .XLAM in the addin roaming folder</li>
<li>I enable this as an addin in EXCEL 2013</li>
<li>After I install it adds the button to an add in tab</li>
<li>It works until I close Excel in which case the button disappears</li>
<li>It is still under active add ins but not on the toolbar</li>
</ol>

<p>The code:</p>

<pre><code>Option Explicit

Dim cControl As CommandBarButton

Private Sub Workbook_AddinInstall()

On Error Resume Next 'Just in case

'Delete any existing menu item that may have been left.
Application.CommandBars(""Worksheet Menu Bar"").Controls(""Super Code"").Delete

'Add the new menu item and Set a CommandBarButton Variable to it
Set cControl = Application.CommandBars(""Worksheet Menu Bar"").Controls.Add

'Work with the Variable
    With cControl
        .Caption = ""Convert Survey Reporter Tables""
        .Style = msoButtonCaption
        .OnAction = ""CMB_General_Table_Formatting""
        'Macro stored in a Standard Module
    End With

On Error GoTo 0
End Sub

Private Sub Workbook_AddinUninstall()
    On Error Resume Next 'In case it has already gone.

   Application.CommandBars(""Worksheet Menu Bar"").Controls(""Convert Survey Reporter Tables"").Delete
  On Error GoTo 0

End Sub
</code></pre>
","<p>If you want an alternative to using VBA to build the interface, I have previously deployed Excel add-ins (XLAM files) using some variety of Ribbon XML.  This allows for very fine-grained control of the resulting interface and does not require you to work in VBA to build the interface.  For most applications, I have found it is much easier to build the Ribbon components outside of VBA and then wire up the callbacks in VBA.</p>

<p>For the end user, I think this approach also delivers a better looking add-in since the resulting interface has its own Ribbon tab (or you can add to any of the existing ones) instead of being in the Add-ins Ribbon tab.</p>

<p>If you want to pursue this route, I highly recommend using the <a href=""http://www.andypope.info/vba/ribboneditor.htm"" rel=""nofollow"">Ribbon X Visual Designer</a> to build the interface and set callbacks.  I have used it to build an add-in that had more than 50+ features accessible by buttons and other Ribbon form controls.  It was fairly painless once I got going.</p>
","<vba><excel-vba><excel-addins>"
"<p>So i am trying to dynamically insert data into an Excel table from other closed workbooks.</p>

<p><strong>i got everything working just fine, except one small annoying thing.</strong></p>

<p>i have a formula as follows:</p>

<blockquote>
  <p>='H:\dev...[some book name.xlsm]Main'!C1</p>
</blockquote>

<p>the formula above works fine. what i need is to insert this exact same formula into a table in the sheet for several rows.</p>

<p>it should look like that in one column:</p>

<blockquote>
  <p>='H:\dev...[some book name.xlsm]Main'!C1<br/>
  ='H:\dev...[some book name.xlsm]Main'!C1<br/>
  ='H:\dev...[some book name.xlsm]Main'!C1<br/></p>
</blockquote>

<p>what excel does, it automatically changes all the cell references to be incremental, like this:</p>

<blockquote>
  <p>='H:\dev...[some book name.xlsm]Main'!<strong>C1</strong><br/>
  ='H:\dev...[some book name.xlsm]Main'!<strong>C2</strong><br/>
  ='H:\dev...[some book name.xlsm]Main'!<strong>C3</strong><br/></p>
</blockquote>

<p>i insert the the formulas as a string into an array,  and then paste it into the table using this code:</p>

<pre><code>Set lstObj = Sheets(1).ListObjects(1)
Set rngLstObj = lstObj.Range
With rngLstObj.Offset(1, 0).Resize(rngLstObj.Rows.Count - 1,rngLstObj.Columns.Count)
    .Formula = RevList  
End With
</code></pre>

<p>in the code above, <code>RevList</code> is a 2 dimentional array.</p>

<p>i tried setting it to <code>.Formula</code>, <code>.Value</code>, in both cases excel changes the cell references to be incremental.</p>

<p>i tried disabling calculation</p>

<pre><code>ThisWorkbook.Sheets(1).EnableCalculation = False
</code></pre>

<p>still same.</p>

<p>how do i stop this behavior from VBA side?</p>
","<p>If you start with</p>

<pre><code>='H:\dev...[some book name.xlsm]Main'!$C$1
</code></pre>

<p>it will force the absolute reference wherever it is copied.</p>

<p>The added dollar signs prevent the range from changing.</p>
","<excel><vba><excel-vba>"
"<p>I have a data table which is sorted on descending order in column F.  I then need to copy the top 5 rows, but only data from Column A, B, D, and F (not the headers).  See pictures.</p>

<pre><code>Sub top5()

Sheets(""Sheet1"").Select

If (ActiveSheet.AutoFilterMode And ActiveSheet.FilterMode) Or ActiveSheet.FilterMode Then
ActiveSheet.ShowAllData
End If


ActiveSheet.Range(""$A$4:$T$321"").AutoFilter Field:=3, Criteria1:=""Dave""
ActiveWorkbook.Worksheets(""Sheet1"").AutoFilter.Sort.SortFields. _
    Clear
ActiveWorkbook.Worksheets(""Sheet1"").AutoFilter.Sort.SortFields.Add _
    Key:=Range(""F4:F321""), SortOn:=xlSortOnValues, Order:=xlDescending, _
    DataOption:=xlSortTextAsNumbers
With ActiveWorkbook.Worksheets(""Sheet1"").AutoFilter.Sort
    .Header = xlYes
    .MatchCase = False
    .Orientation = xlTopToBottom
    .SortMethod = xlPinYin
    .Apply
End With

' This copy-paste part does what its supposed to, but only for the specific 
' cells.  Its not generalised and I will have to repeat this operation
' several times for different people
Sheets(""Sheet1"").Select
Range(""A3:B15"").Select
Selection.Copy

Sheets(""Sheet2"").Select
Range(""A3"").Select
ActiveSheet.Paste

Sheets(""Sheet1"").Select
Range(""D3:D15"").Select
Application.CutCopyMode = False
Selection.Copy

Sheets(""Sheet2"").Select
Range(""C3"").Select
ActiveSheet.Paste

Sheets(""Sheet1"").Select
Range(""F3:F15"").Select
Application.CutCopyMode = False
Selection.Copy

Sheets(""Sheet2"").Select
Range(""D3"").Select
ActiveSheet.Paste
Application.CutCopyMode = False

End Sub
</code></pre>

<p>I thought about trying to adapt this snippet of code below using visible cells function, but I'm stuck and I can't find anything on the net which fits.</p>

<pre><code>' This selects all rows (plus 1, probably due to offset), I only want parts of from the top 5.
Sheets(""Sheet1"").Select
ActiveSheet.Range(""$A$4:$B$321"").Offset(1, 0).SpecialCells(xlCellTypeVisible).Select
Selection.Copy
Sheets(""Sheet2"").Select
Range(""A3"").Select
ActiveSheet.Paste

Sheets(""Sheet1"").Select
ActiveSheet.Range(""$D$4:$D$321"").Offset(1, 0).SpecialCells(xlCellTypeVisible).Select
Selection.Copy
Sheets(""Sheet2"").Select
Range(""C3"").Select
ActiveSheet.Paste
</code></pre>

<p>I hope my example makes sense and I really appreciate your help!</p>

<p><img src=""https://i.stack.imgur.com/pitTN.png"" alt=""Sample Excel table""></p>

<p>Note:  The heading names are only the same in the two tables to show that the data is the same.  The headers are NOT supposed to be copied.  In addition, there is an extra column/white space in the second table.  A solution should include this.</p>

<p><img src=""https://i.stack.imgur.com/XXCK4.png"" alt=""Data copied to new table""></p>
","<p>A quick way to do this is to use <code>Union</code> and <code>Intersect</code> to only copy the cells that you want.  If you are pasting values (or the data is not a formula to start), this works well.  Thinking about it, it builds a range of columns to keep using <code>Union</code> and then <code>Intersect</code> that with the first 5 rows of data with 2 header rows.  The result is a copy of only the data you want with formatting intact.</p>

<p><strong>Edit only process visible rows, grabbing the header, and then the first 5 below the header rows</strong></p>

<pre><code>Sub CopyTopFiveFromSpecificColumns()

    'set up the headers first to keep
    Dim rng_top5 As Range
    Set rng_top5 = Range(""3:4"").EntireRow

    Dim int_index As Integer
    'start below the headers and keep all the visible cells
    For Each cell In Intersect( _
        ActiveSheet.UsedRange.Offset(5), _
        Range(""A:A"").SpecialCells(xlCellTypeVisible))

        'add row to keepers
        Set rng_top5 = Union(rng_top5, cell.EntireRow)

        'track how many items have been stored
        int_index = int_index + 1
        If int_index &gt;= 5 Then
            Exit For
        End If
    Next cell

    'copy only certain columns of the keepers
    Intersect(rng_top5, _
        Union(Range(""A:A""), _
                Range(""B:B""), _
                Range(""D:D""), _
                Range(""F:F""))).Copy

    'using Sheet2 here, you can set to wherever, works if data is not formulas
    Range(""Sheet2!A1"").PasteSpecial xlPasteAll

    'if the data contains formulas, use this route
    'Range(""Sheet2!A1"").PasteSpecial xlPasteValues
    'Range(""Sheet2!A1"").PasteSpecial xlPasteFormats

End Sub
</code></pre>

<p>Here is the result I get from some dummy data set up in the same ranges as the picture above.</p>

<p><strong>Sheet1 with copied range visible</strong></p>

<p><img src=""https://i.stack.imgur.com/6KLmb.png"" alt=""Sheet1""></p>

<p><strong>Sheet2 with pasted data</strong></p>

<p><img src=""https://i.stack.imgur.com/ZfjiT.png"" alt=""Sheet2""></p>
","<excel><excel-vba>"
